track_name,artist,album,year
Midnight Jump,Sunnyland Slim,Be Careful How You Vote,1994
Marching,The Zebras,Worry a Lot,2006
Que Suene Mi Campana,Sonora Carruseles,Discos Fuentes Salsa All Stars- La Biblia De La Salsa Vol. 1 & 2,2000
For My People,EPMD,Business As Usual,1990
bJust Dont Give A Fuck,Eminem,The Slim Shady LP,1998
Floating,Moist,I Am What I Am,1936
1001 Robots,Marco Beltrami,I_ Robot,2004
bYou Dont Belong,Bad Religion,Process Of Belief,2002
Ring The Alarm,Naughty By Nature,bNineteen Naughty Nine Natures Fury,1999
Respect This Hustle (Explicit Album Version),T.I.,T.I. VS T.I.P.,1994
Meeran Sad Laeen Je Toon,Faiz Ali Faiz,Teri Bandi Haan,1971
Again (Instrumental),Janet Jackson,Again,1993
Come On (Sessions@AOL Version),Ben Jelen,Sessions@AOL - EP,1930
Forget Me Knots (Bailey Remix),Roni Size,Sound Advice / Forget Me Knots Remixes,1964
Tear It Up (LP Version),Michael McDonald,Take It To Heart,1987
Voyage to eternal Life,Astarte,Doomed Dark Years,1998
Radioland,The Cate Brothers,Radioland,1999
bIf I Couldnt Hold Back The Dawn,Carl Smith,Hey Joe,1946
The Benevolent Path,Vulture Industries,The Dystopia Journals,2007
Down South Blues,Sleepy John Estes,bI Aint Gonna Be Worried No More 1929-1941,1935
Looking In Your Eyes,Suicidal Tendencies,Join The Army,1987
bDoin It,Professor Longhair,bRockN Roll Gumbo,1985
The Law Gonna Step On You (1931),Bo Carter,Twist It Babe (1931-1940),1997
It Came Upon A Midnight Clear,Cristy Lane,27 Christmas Classics,1939
Crazy,Aerosmith,Young Lust: The Aerosmith Anthology,1993
Bitches For Breakfast,Vodka Collins,bBoys Life,1987
Rude Bwoy Love (feat. Dj Fly_ Dj Traxx_ T.Williams),Nicky B_ Na\xc3\xablle,Rude Bwoy Love (Single),1955
All For The Sake Of The Song,Roger Creager,Long Way To Mexico,2003
Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson),Steve Morse,Prime Cuts_ Volume 2,1943
Chiove,Rita Chiarelli,The Italian Sessions,2006
Des V\xc3\xb4tres,Fredericks_ Goldman_ Jones,Rouge,1949
Apagon,Estopa,La Calle Es Tuya?,2004
Parallel Universe (Album Version),Red Hot Chili Peppers,Californication,1999
Lullaby [With Ladysmith Black Mambazo] (Album Version),Josh Groban,Awake,2006
Danny,Billie Jo Spears,20 Of Her Best,1973
Magiki Vradia,Irini Merkouri,Mine Mazi Mou Apopse,1932
Walk On The Wild Side,Jesse Malin,On Your Sleeve,2008
Elsa,Monique Morelli,Chansons De France,1942
Little Sunflower,Alexander Zonjic,bDoin The D,1999
Dangerously In Love Medley,Beyonc\xc3\xa9,The Beyonce Experience Live Audio,1999
Army,Tunsi,The Omen,1990
The Court,Zbigniew Preisner,3 Couleurs : Blanc,1994
Dance Of Romance,Knack,Normal as the Next Guy,1937
Creep Live Version,Maximilian Hecker,Daylight,1965
It Takes A Village (To Raise A Nut) (Live),Tim Wilson,bIts A Sorry World,1970
Over The River,Bitty McLean,Natural High,1995
11th Street,Open Hand,The Dream,2000
bTre sonetti di Petrarca: III. I vidi in terra angelici costumi - sonnet 156,bDennis ONeill,bLiszt: Tre Sonetti di Petrarca & First Settings of Victor Hugo,1972
Everyday,Phil Collins,Both Sides,1993
Too Far From The Tree,Angela Lashley,Suffer The Martyrs,1975
Nostalgia,Emilio Tuero,Antolog\xc3\xada... Emilio Tuero,1963
bBabys Got A Habit,Joe Lynn Turner,bNothings Changed [Original Recording Remastered],2005
The Climb/Paranoia,The Pharcyde,Humboldt Beginnings,2004
Amour noir N 7,Mich\xc3\xa8le Bernard,Piano Voix,2008
Stop!,Joe Bonamassa,Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version),2009
Need,Tyrone Wells,Hold On,2005
Collide,Howie Day,Stop All The World Now (SPECIAL EDITION VERSION),2003
Tercer Mundo,Fito Paez,Tercer Mundo,1990
Watched By An Angel,Bob Carlisle,Nothing But The Truth,1979
bIll Be Around,Frank Ifield,Remembering The Sixties,2001
Keep Hope Alive,The Crystal Method,Keep Hope Alive EP,1995
Getting Old Sucks (Album Version),Bill Engvall,bHeres Your Sign: Reloaded,1963
Blow-Up (Outtake),Tomorrow,Blow-Up,1994
Carre Cutia,H\xc3\xa9lio Ziskind,Trem Maluco e Outras Cantigas de Roda,1955
Still a Fool,Groundhogs,bU.S. Tour 72,1968
La Medalla,Los Chunguitos,La Medalla,2001
The Wedding,Brian Dullaghan,Songs For A Wedding - 18 Songs For That Special Day,1947
Viralo Al Reves,Johnny Pacheco,A Man And His Music,1932
Glow,King Swamp,King Swamp,1997
Accept Me,Harvey Averne,The Harvey Averne Dozen,1960
Piano Sonata No. 29 in B flat major Op. 106  Hammerklavier (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto,Solomon,Beethoven: Piano Sonatas 29 & 32,1941
For All We Know,Glen Ricks,President Of Love,1985
bRicks Cafe,Christie Hennessy,The Platinum Collection,1932
Palavras,Nana Caymmi,2 Em 1 (Dois Em Um),1989
Coma,Aesop Rock,Labor Days,2001
Me Duele,Joe Lopez,A.B. Quintanilla III Presents Joe Lopez,2004
Nothing To Hold Me,Jesus Jones,Doubt,1990
Somewhere In Between,The Jackson Southernaires,Power Packed,1955
Novakane,Black Sheep,8WM/Novakane,1949
God In My Bed,bKs Choice,Live,1998
It Could Never Be You,Bonita,Album,2000
Alma_ Coraz\xc3\xb3n Y Vida,Dyango,Alma_ Coraz\xc3\xb3n Y Vida,1986
Defend You (Album Version),Silverstein,Discovering The Waterfront,2005
Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),Tim Wilson,bIts A Sorry World,1951
bSt Patricks An Dro,Carlos Nu\xc3\xb1ez,Un Galicien En Bretagne,2003
Holli Holi Nach Kuriye,Malkit Singh,Best Of Golden Star,2007
Looking For A Kiss,Sex Pistols,Spunk,1977
In My Hood (Explicit Album Version),Fabolous,Real Talk,2004
bBaals Hymn,David Bowie,bIn Bertolt Brechts Baal,1982
No Hay Manera,El Gran Combo De Puerto Rico,Arroz Con Habichuela,2006
Advice,Ann Nesby / Jamecia Bennett,Put It On Paper,1945
Yo Soy Abacua,Bobby Valentin,Algo Nuevo,1970
Let The Drummer Have Some,fIREHOSE,Fromohio,1989
The Darkness (Komor Kommando Mix),Zombie Girl,Endzeit Bunkertracks - Act IV: The Alfa Matrix Selection,2009
Glisse,Fred Merpol,bL\xc3\xa9clusier,1931
You Gotta Be Safe,Twenty 4 Seven,Best of,1973
Kan Hai De Ri Zi,Hacken Lee,Zhen Jin Dian - Hacken Lee 2,1997
When Rules Change,Life In Your Way,Ignite And Rebuild,2005
Milkman_ Keep Those Bottles Quiet,The King Sisters,The Very Best of the King Sisters,1958
Psalm 27,Wilks,U gotta believe,1992
Take The Time,Michael Stanley Band,MSB,1982
Rancho Moreno,Mar Azul,22 Cumbias Ardientes,1940
Together We Stand (Album Version),The Winans,Return,1975
Cet Air \xc3\x89trange (Take 1 - Abbey Road Rough Mix),\xc3\x89tienne Daho,bLadorer,2004
Young Urbans,bPunkd Royal,Muscles,1988
bI Dont Like You,Buzzov\xc2\xacen,Welcome To Violence,1979
Hold On,22-20s,22-20s,2004
Believe In What I Say,Cookies,House Candy - Bienvenue a La Discoteque,2005
Mykel And Carli,Weezer,Weezer (Rarities Edition),2004
bShes Got A Brain (Leli / Zimmerman),Cutting Edge,bThe Big 14 n More,1985
Upon This Rock (Fire And Ice Version),STEVE CAMP,Steve Camp Compact Favorites,1958
Momentum,Elvira,Peachy Pink,2004
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),Steven Halpern,Chakra Suite,2001
So Far So Bad So What?,Melt Banana,Cactuses Come In Flocks,1965
Listen,FFH,Voice From Home,2005
Fifi,Angels,Time Is Ripe,1954
Je Suis Une Cigarette,M,Le Bapt\xc3\xaame,1952
Hydraulic Pimp,Non Stop DJs,Furious EP,2004
Lost,Roger Sanchez,Lost,2006
When I Think About Love,Guy Forsyth,Live at Gruene Hall,1968
Speechless,Mish Mash,Ministry of Sound Presents 100,2006
Merry-Go-Round,Helen Hobson,bHobsons Choice,1996
Nieve,Los Chichos,Sangre Gitana,1986
Up on the House Top,The Jordanaires & Orion,Christmas To Elvis from The Jordanaires,1975
Dos Mujeres,Alfredo Guti\xc3\xa9rrez,Lo Mejor De Alfredo Gutierrez Y Su Conjunto - 24 Temas Originales,1955
Sincerely_,Hard Romantic,Sincerely_,1965
This Is My Life,Rita Chiarelli,Road Rockets,1992
A Void Of Lifeless Dreams,Limbonic Art,A Legacy Of Evil,1983
All Creatures Of Our God And King,Patty Griffin,Downtown Church,2010
Hi De Ho,Bobby Darin,Live! At The Desert Inn,2004
I Will Bless Your Name,Daryl Coley Featuring the New Generation Singers Reunion Choir,Praise & Worship,1974
Fast Eddie,Mario Rosenstock,Gift,1958
Endless Light,Erik Berglund,Endless Light,1988
Hold On To Freedom,Lee Michaels,Space & First Takes,1989
bPlaygirls Love,The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,1931
War,Trick Trick / Obie Trice,The People Vs.,2005
Sofrimento De Quem Ama (1997 Digital Remaster),Clara Nunes,Claridade & Canto Das Tr\xc3\xaas Ra\xc3\xa7as,2005
La Maquina Del Sabor,Fruko Y Sus Tesos,Salsa All Stars V,1977
Make A Move On Me,Joey Negro,The Very Best Of Euphoric Dance Breakdown,2005
Wichita Lineman (LP Version),Young-Holt Unlimited,bMellow Dreamin,1970
Primal Forces,Megadrums,Ketu,1967
Power Shower,Caspa,Louder VIP,1977
Zephyrus,Bloc Party,Intimacy - Remixed,2008
Fucked,Less Than Jake,bLosers_ Kings And Things We Dont Understand,1995
Ladies And Thugs,DJ Quik,Trauma,1961
The Same Man (For Matthew),Rachel Loy,The Same Man (For Matthew),1995
Let Me Be the One,Hank Locklin,bPlease Help Me Im Fallin,1995
Endless Winter,Earth,bStar Condemnd,1978
Take It For Granted,Atomic Rooster,The Greatest Hits - Vol. 2,2005
Nothing (Album Version),unloco,Healing,2001
Latin Flute,Deodato,Deodato 2,1974
Jean Dominique Intro,Wyclef Jean,WELCOME TO HAITII CREOLE 101,2004
Beginning Of The End,Cockney Rejects,Out Of The Gutter,1987
Tonight,Swami,53431,2009
These Old Eyes Have Seen It All,George Jones,Wine Colored Roses,1941
Nite Life (Sound Factory Version),Kim English,bArmand Van Heldens Nervous Tracks,1976
The Killing Of Dumbledore (Harry Potter & The Half-Blood Prince),Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,1982
Skinny Woman (Gravel Road Woman),David Evans,Match Box Blues,1976
Shameful (LP Version),Atreyu,A Death - Grip On Yesterday,1962
When I Left Home,Champion Jack Dupree,The Blues Of Champion Jack Dupree Vol. 1,1938
Fall in Philadelphia,Hall & Oates,AM Radio Gold: Hall & Oates (Remastered),1972
bIve Been Trying,Archie Bell and The Drells,bI Cant Stop Dancing,2004
Southern Jukebox Music (Live) (2001 Digital Remaster),Penguin Caf\xc3\xa9 Orchestra,A History,1958
Juana Democracia / Calipso Del Tlc,Los Nakos,Va Por Chiapas,1949
Hala_ Tumba And Timbal,Airto Moreira,Life After That,2003
bTwo Ruffles & Flourishes / Generals March,US Coast Guard Band,Ceremonials,1971
Peace And Quiet Time,Gonzalo Rubalcaba,Images: Live From Mt. Fuji,2010
Stuff Like That,James Last,Last The Whole Night Long,1960
She Runs,Jimmy Wayne,Jimmy Wayne,1984
Irreplaceable,Toby Love,Love Is Back,1965
Porcelaine,Benabar,Live Au Grand Rex,2001
Funny,Streetwize,Work It!,1983
Two Lights [Bonus Track],Joe Lynn Turner,Second Hand Life: The Deluxe Edition,1958
Are You The One?,The Presets,Are You The One?,2005
Cheer,Descendents,Enjoy!,1986
Le R\xc3\xa9cit De Cassard,Maurice Larcange,Joue Legrand & Becaud,2002
Viimeiset hitaat,Kaija Koo,Lauluja rakkaudesta,1995
Programmed to Consume,Abysmal Dawn,Programmed to Consume,2008
Javalon,Constance Demby,Set Free - The Definitive Edition,1989
bWear Your Love Like Heaven / Workin On A Groovy Thing (Medley) (1997 Digital Remaster),David Rose,Ultra-Lounge / On The Rocks With A Twist - Part 2,1956
1 - 800 - Quiereme - Remix,Luisito Rosario,Rumba Del Barrio,1997
Don Carlo (2000 Digital Remaster): Tu che le vanit\xc3\xa0 (Elisabetta),Montserrat Caball\xc3\xa9/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini,Verdi: Don Carlo,1979
Junk,Photek,Solaris,2000
Where To Hide?,Monomonkey,Before we all implode,1993
All Dressed Up,Aram Shelton,Arrive,1946
Auf die Fresse_ fertig_ los,\xc3\x84I-TIEM,Wenn hier einer schie\xc3\x9ft_ dann bin ich das,1949
Apostasie,Konexion,bMessage A LEglise,1968
The Things You Do,Slum Village,J-88,1953
Heaven And Hell (Part II),Vangelis,3 Originals,1977
Dancing The Night Away,The Motors,Airport - The Motors Greatest Hits,1977
bMarines hymn,bThe Sun Harbors Chorus-Documentary Recordings,Songs of the marines,2002
Concede,Sister Hazel,...Somewhere More Familiar,1997
bFreezin From The Inside Out,John Sebastian,Tar Beach,2001
Amazing,George Michael,Amazing,2004
La Pieuvre,Lara,Petit Coeur Assassin,2000
Escape From The Underrealm,Tilman Sillescu,Battleforge,2008
Djungelstadt,Sonic Subjunkies,Live At The Suicide Clu,1994
I Can Dig It,The Box Tops,Nonstop,1968
You Make Our Shack A Mansion,Grandpa Jones,The Unforgettable Grandpa Jones,1982
Peanuts,Little Joe & The Thrillers,Backline Volume 61,1995
Maga Dog/ Skanky Dog (Album),Peter Tosh & Winston Scotland,Reggae Anthology - Joe Gibbs: Scorchers From The Early Years [1967-73],1940
Mi Coraz\xc3\xb3n Y Mi Mente,Bobby Pulido,El Cazador,1999
Bleeds In Blue (Album Version),Home Town Hero,Home Town Hero,2002
bGaffos Ball,Sharon Shannon,The Galway Girl - The Best Of Sharon Shannon,2007
Slatke male maloletnice,Beogradski Sindikat,Bssst.....Tisincina!,2002
bDont Treat Me Bad,Firehouse,Good Acoustics,1990
Boy & Girl (Feat. Fiona Daniel),Serpentine,Beauty Queen,1938
bIve Been Working on the Railroad,Laurie Berkner,Buzz Buzz,2001
Time / Confusion,Arthur Brown,The Crazy World Of Arthur Brown,1968
Dirty Harry (Single Edit),Gorillaz,Dirty Harry,2005
None Missing,Birdapres,New Recruits,2002
Slow Hand (LP Version),Conway Twitty,Southern Comfort,1987
All Purpose Experiment,Controlled Dissonance,For A Few Dollars More,2009
My Old Man Boogie,bThe Reverend Peytons Big Damn Band,Big Damn Nation,2006
A Soldiers Intro,(hed) p.e.,New World Orphans,1937
Feelings Gone (feat. Sam Sparro) (Joachim Garraud Remix),Basement Jaxx,Feelings Gone (feat. Sam Sparro),1973
Night Time Blues,Ma Rainey,Night Shift Blues,2005
Music For The Head,Porcupine Tree,On The Sunday Of Life,1991
Sadness,Mavado,Gangsta For Life: The Symphony Of David Brooks,2007
Trybal,Stargarden,The Art of Analog Diversion,2004
Fuck You,Mister Ries,Rotterdam EP,1947
( Gone With the Wind) Bonnies Fatal Pony Ride,Max Steiner,Gonjhe With the Wind & Golden Earrings,1976
Buckle Down (2002 Digital Remaster),Red Hot Chili Peppers,Red Hot Chili Peppers,1969
bMy Ship Is Comin In,Walter Jackson,R&B: From Doo-Wop To Hip-Hop,1986
Number One Girl,Glen Washington,Number One Girl,1936
Lo Siento En Mi Coraz\xc3\xb3n,Luis Alberto Spinetta,Mondo Di Cromo,1983
Fractured Quantum,Ace Frehley,Anomaly,2009
Filosofia Pura,Gal Costa / Maria Beth\xc3\xa2nia,Ciclo,2010
Yellow Brown,Jesus Jones,Perverse,1993
Free Love,Long Beach Dub Allstars,Wonders Of The World,2001
Good Friend,James Horner,Cocoon: The Return,2000
De Do Do Do_ De Da Da Da,The Police,Message In A Box,1969
House Of Sin,Leeroy Stagger,Beautiful House,2005
Fruity Woman,Doc Pomus,The Savoy Blues_ Vol. 3,1964
bAint Gonna Do That No More,Blind Blake,Blind Blake Vol. 4 (1929 - 1932),2010
bI Love The Life Im Living,Slim Harpo,The Excello Singles Anthology,1993
Rude!/Drum Solo,Humble Pie,The Atlanta Years,1999
Mi Lindo Amor,Jay P\xc3\xa9rez,Tesoros De Colecci\xc3\xb3n,1941
On The Road Again,The Sonics,Maintaining My Cool,1967
25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Variation XXII,Solomon,Solomon Vol. 2,1982
78 Stimulator,Stimulator,Stimulator,2004
Rebuli\xc3\xa7o,Gabriel Grossi,Diz que fui por a\xc3\xad,1936
It Must Be Me,X (Australia),Aspirations,1979
Medley : Traces (Live),Jean-Jacques Goldman,Int\xc3\xa9grale 81-91,1982
Skiff For The Suits,Arsonists Get All The Girls,Portals,2009
City Headache,Scott Matthews,Passing Stranger,2006
Times Like These [Live From Red Rocks],Jack Johnson,Music For Relief Download To Donate For Haiti,1966
Stone a Pig,Bongzilla,Live From the Relapse Contamination Festival,2002
Tranceplant,Organ Donors,MASIF HARD DANCE ICONS 003: LISA LASHES,1951
Messiaen : Et exspecto resurrectionem mortuorum : IV Ils ressusciteront_ glorieux_ avec un nom nouveau,Pierre Boulez,Messiaen : Edition,2000
Freak,Stephen Pearcy,Anthology 1977-2007,2002
Rock Island Blues,Furry Lewis,Lost & Lonely Blues Vol 1,1940
Tirador (Carlos Jean Remix),Hevia,Tierra De Hevia,2005
Con La Misma Tijera,Los Originales De San Juan,Mi Padre Querido,1968
Des voiliers (Sur un po\xc3\xa8me de Claude Nougaro),Richard Galliano,New Musette,1952
Wait And Bleed [Demo],Slipknot,Slipknot 10th Anniversary Edition,1976
No Ordinary Love (Remastered LP Version),Deftones,B-Sides & Rarities,2005
Ocean Size (Album Version),Goldfinger,Disconnection Notice,2000
One Of These Days,Mike Bloomfield,Diamond Master Series - Mike Bloomfield,1973
Dead End Street,Foghat,Tight Shoes,1980
En La Tierra Caliente,Tam Tam Go!,The Platinum Collection,1993
Got You Moving,DJ DLG feat. MC Flipside,On The Run / Back For More / Got You Moving EP,2006
Threadbare Gypsy Soul,Pat Green,Three Days,2001
Bluesanova,Daddy Dog,Turntable Essence,1977
Cherry,UFO,The Essential UFO,1991
bEverybodys Gonna Be Happy,Queens Of The Stone Age,Songs For The Deaf,2002
valid,Riamiwo,Twisted,1949
All Things Must Pass (2009 Digital Remaster),George Harrison,Let It Roll - Songs Of George Harrison,2001
Manh\xc3\xa3 de Carnaval (Morning of the Carnaval) (Cantando As M\xc3\xbasicas do Film Orfeo do Carnaval),Jo\xc3\xa3o Gilberto,Chega de Saudade,1959
bIm Just Raw (prod Dan the Automator) Main,Lyrics Born,bIm Just Raw b/w Pack Up Remix,1981
Lil Brother (LP Version),King Curtis,Have Tenor Sax Will Blow,1940
bThe Kids Last Night (heaven is in the mountain),Abner Burnette,Calavera,1999
Shoot The Dog,George Michael,Twenty Five,2004
Giant Steps,Gonzalo Rubalcaba,Images: Live From Mt. Fuji,1950
Praz Him (Broken Album Version),Darwin Hobbs,Broken,2003
bIll Be Home When I Can,Charlie Louvin,bHoping That Youre Hoping,2004
Midnight Lovers,Wyclef Jean,Masquerade,2002
Better Life,3 Doors Down,The Better Life - Deluxe Edition,2007
Serenata de un gaitero,Gran Coquivacoa_ Neguito Borjas,Clasicos de oro del Gran Coquivacoa,1978
Constructing the Absence,Sub Swara,bCoup dYah Remixes Vol. 2,2008
House Full Of Bullets,Joe Satriani,Live In San Francisco,1998
Confiar Es Perder,Los Jaig\xc3\xbcey,Los Jaig\xc3\xbcey,2008
Tainted Love feat. Tatz,NG3,As Nasty As we Wanna Be,2003
Of Love & War (Harry Potter & The Half-Blood Prince),Nicholas Hooper,Harry Potter And The Half-Blood Prince - Original Soundtrack,1986
Ida Red,Bob Willis,Texas Swingtime,1993
The Aba Daba Honeymoon,Kitty Kallen,Our Lady... Kitty Kallen,1967
The Song Remains The Same (2007 Remastered Album Version),Led Zeppelin,Mothership,2007
Requiem Mass in D Minor_ K. 626: VIII. Lacrimosa dies illae,Vienna Concert House Orchestra_ Wiener S\xc3\xa4ngerknaben_ Ferdinand Grossmann,66 Mozart Masterpieces,1934
Everything In Its Right Place,Radiohead,The Best Of,2000
Eat Or Get Ate,Tum Tum,Eat Or Get Ate,2007
Curse Of Sound (Dub Mix),Vuneny,V2,2006
Pray The I Miss,Hinge,Elemental Evil,1976
Josy,Nicolas Bacchus,Balades pour enfants louches,2002
Unwanted,Avril Lavigne,My World,2001
Percussio Livre,Grupo Batuque,Samba De Rua,1971
Blue Orchid,The White Stripes,Blue Orchid,2005
Campane,Livio Minafra,La Fiamma E Il Cristallo,1937
Ethiopian Anthem,Ras Michael and the Sons of Negus,Lion Country,1978
Everything Man (Album Version),Talib Kweli,Eardrum,2007
Could This Be Love,Leroy Hutson,The Man!,1974
These Foolish Things,Fixx_ The,2005 International Barbershop Quartet Contest - First Round - Volume 5,1947
Second Hand Rose,Roy Drusky,Second Hand Rose,1976
Never Gonna Give You Up,Musical Youth,bTrue 80s Love,1982
Eduardo,Sapo,Pastanaga,2003
Elizabeth Story_ et al._ Honeybabe_ Your Papa Cares For You,Elizabeth Cotten,Live!,1995
bWhy Cant This Be Love (Remastered Version),Van Halen,The Best Of Both Worlds,2002
Peppermint Patty (LP Version),Vince Guaraldi,Oh Good Grief,1952
Separate Ways,Agnostic Front,Disarming Violence,2002
Playing James Mason,Mel Blanc,EMI Comedy - Mel Blanc,1997
Mon dieu,Jos\xc3\xa9lito,Les plus grandes chansons,1937
Virtuous Woman,Warrior King,bRiddim Rider : Trodn to Zion,2002
Sag es sag es feat. Neo,Samy Deluxe,The big baus of the nauf,2006
Lado A Lado (Bomba Carnaval Mix),Fulanito,La Nueva Mezcla 2,1967
bBallin (Radio),Big Rich,bBallin - Single,1953
bI Cant Be Your Man,Porter Wagoner,bPorter Wagoners When The One You Love Says I Love You,1961
Hua Yu Ai Li Si,Miriam Yeung,Single,1945
Narrative #2,Michael Bloomfield,bIf You Love These Blues_ Playem As You Please,1956
